[?1049h[22;0;0t[1;33r(B[m[4l[?7h[H[2J| 47%   67C    P2   143W / 400W |   2364MiB / 12288MiB |     27%[71GDefault |[33;104H[1;23H5[1;62H 5[33;104H[1;23H6[1;62H38[33;104H[1;23H4[1;62H27[33;104H[1;63H5[33;104H[1;23H3[1;62H 7[33;104H[1;23H5[33;104H[1;23H6[1;62H36[33;104H[1;23H4[1;62H27[33;104H[1;62H11[33;104H[1;23H6[1;62H32[33;104H[1;23H4[1;62H27[33;104H[1;63H3[33;104H[1;23H3[1;63H1[33;104H[1;62H 8[33;104H[1;23H6[33;104H[1;23H3[1;62H36[33;104H[1;62H28[33;104H[1;63H5[33;104H[1;23H5[1;62H 4[33;104H[1;23H6[1;62H36[33;104H[1;23H5[33;104H[H| 46[1;23H3[1;62H27[33;104H[H| 47[1;63H6[33;104H[1;62H12[33;104H[H| 46[33;104H[1;23H6[1;62H28[33;104H[1;23H4[1;63H5[33;104H[1;23H3[1;63H4[33;104H[1;63H5[33;104H[1;23H2[1;62H 4[33;104H[1;23H6[1;62H37[33;104H[1;23H3[33;104H[1;62H25[33;104H[1;23H2[1;62H11[33;104H[1;23H3[33;104H[1;23H6[1;62H3[33;104H[1;23H3[1;62H27[33;104H[1;23H2[1;62H1[33;104H[1;23H5[1;62H26[33;104H[1;23H6[33;104H[1;23H4[1;63H7[33;104H[1;23H3[1;63H1[33;104H[1;23H6[1;63H0[33;104H[1;63H9[33;104H[1;23H3[1;63H7[33;104H[1;63H6[33;104H[1;10H8[1;62H10[33;104H[1;10H7[1;23H5[33;104H[1;23H4[1;62H35[33;104H[1;62H27[33;104H[1;63H8[33;104H[1;23H3[33;104H[1;23H5[1;62H 4[33;104H[1;23H6[1;62H39[33;104H[1;23H4[1;62H27[33;104H[1;23H3[33;104H[1;62H 6[33;104H[1;23H5[33;104H[1;23H6[1;62H37[33;104H[1;23H4[1;62H2[33;104H[1;63H8[33;104H[1;23H3[33;104H[1;23H4[1;62H 9[33;104H[1;23H5[1;62H33[33;104H[1;23H4[1;62H28[33;104H[1;23H3[1;62H14[33;104H[1;23H6[1;62H29[33;104H[1;23H5[1;63H7[33;104H[1;23H4[33;104H[33;1H[?1049l[23;0;0t [?1l>| 42%   66C    P2   143W / 400W |   2364MiB / 12288MiB |     28%      Default |
| 42%   66C    P2   145W / 400W |   2364MiB / 12288MiB |     36%      Default |
| 47%   75C    P2   255W / 400W |   5552MiB / 12288MiB |     96%      Default |
| 48%   76C    P2   263W / 400W |   5552MiB / 12288MiB |     96%      Default |
| 47%   76C    P2   275W / 400W |   9386MiB / 12288MiB |     94%      Default |
| 48%   76C    P2   274W / 400W |   5552MiB / 12288MiB |     97%      Default |
| 48%   77C    P2   271W / 400W |   5552MiB / 12288MiB |     97%      Default |
| 48%   76C    P2   277W / 400W |   5550MiB / 12288MiB |     96%      Default |
| 48%   76C    P2   279W / 400W |   3536MiB / 12288MiB |     96%      Default |
| 48%   76C    P2   272W / 400W |   5552MiB / 12288MiB |     94%      Default |
| 48%   78C    P2   267W / 400W |   8436MiB / 12288MiB |     97%      Default |
| 49%   77C    P2   270W / 400W |   9386MiB / 12288MiB |     96%      Default |
| 49%   77C    P2   269W / 400W |   9506MiB / 12288MiB |     97%      Default |
| 49%   78C    P2   263W / 400W |   5552MiB / 12288MiB |     96%      Default |
| 49%   76C    P2   264W / 400W |   5948MiB / 12288MiB |     95%      Default |
| 49%   77C    P2   260W / 400W |   5552MiB / 12288MiB |     97%      Default |
| 49%   77C    P2   262W / 400W |   8356MiB / 12288MiB |     97%      Default |
| 49%   76C    P2   261W / 400W |   5550MiB / 12288MiB |     97%      Default |
| 49%   76C    P2   260W / 400W |   5552MiB / 12288MiB |     94%      Default |
| 49%   77C    P2   262W / 400W |   9388MiB / 12288MiB |     96%      Default |
| 49%   78C    P2   267W / 400W |  10424MiB / 12288MiB |     97%      Default |
| 49%   76C    P2   266W / 400W |   5552MiB / 12288MiB |     95%      Default |
| 50%   78C    P2   264W / 400W |  10106MiB / 12288MiB |     96%      Default |
| 50%   78C    P2   269W / 400W |   5552MiB / 12288MiB |     96%      Default |
| 50%   77C    P2   274W / 400W |   5552MiB / 12288MiB |     93%      Default |
| 50%   78C    P2   271W / 400W |   5552MiB / 12288MiB |     96%      Default |
| 50%   78C    P2   272W / 400W |   5552MiB / 12288MiB |     96%      Default |
| 50%   78C    P2   269W / 400W |   5552MiB / 12288MiB |     96%      Default |
| 50%   77C    P2   282W / 400W |   5552MiB / 12288MiB |     95%      Default |
| 50%   79C    P2   283W / 400W |   6958MiB / 12288MiB |     96%      Default |
| 50%   80C    P2   286W / 400W |   9016MiB / 12288MiB |     93%      Default |
| 50%   79C    P2   288W / 400W |   9022MiB / 12288MiB |     94%      Default |
| 51%   78C    P2   278W / 400W |   7156MiB / 12288MiB |     96%      Default |
| 51%   80C    P2   271W / 400W |   9272MiB / 12288MiB |     96%      Default |
| 51%   79C    P2   269W / 400W |   5980MiB / 12288MiB |     96%      Default |
| 51%   79C    P2   272W / 400W |   9520MiB / 12288MiB |     96%      Default |
| 51%   79C    P2   274W / 400W |   9650MiB / 12288MiB |     97%      Default |
| 51%   78C    P2   268W / 400W |   3692MiB / 12288MiB |     93%      Default |
| 52%   79C    P2   268W / 400W |   9908MiB / 12288MiB |     97%      Default |
| 52%   78C    P2   273W / 400W |   5552MiB / 12288MiB |     97%      Default |
| 52%   78C    P2   262W / 400W |   9174MiB / 12288MiB |     93%      Default |
| 52%   79C    P2   264W / 400W |  10348MiB / 12288MiB |     95%      Default |
| 52%   78C    P2   265W / 400W |   6444MiB / 12288MiB |     97%      Default |
| 52%   78C    P2   266W / 400W |   3692MiB / 12288MiB |     97%      Default |
| 52%   79C    P2   264W / 400W |   5552MiB / 12288MiB |     92%      Default |
| 52%   80C    P2   262W / 400W |  10088MiB / 12288MiB |     97%      Default |
| 52%   79C    P2   275W / 400W |   7496MiB / 12288MiB |     96%      Default |
| 52%   79C    P2   264W / 400W |   5552MiB / 12288MiB |     95%      Default |
| 52%   79C    P2   270W / 400W |   5552MiB / 12288MiB |     98%      Default |
| 52%   79C    P2   275W / 400W |   7310MiB / 12288MiB |     97%      Default |
| 52%   80C    P2   275W / 400W |   9386MiB / 12288MiB |     96%      Default |
| 52%   80C    P2   279W / 400W |   5552MiB / 12288MiB |     96%      Default |
| 52%   79C    P2   284W / 400W |   1962MiB / 12288MiB |     94%      Default |
| 52%   81C    P2   281W / 400W |   8998MiB / 12288MiB |     96%      Default |
| 52%   76C    P2   210W / 400W |   1906MiB / 12288MiB |      0%      Default |
| 52%   79C    P2   210W / 400W |   9516MiB / 12288MiB |     99%      Default |
| 52%   79C    P2   274W / 400W |   6088MiB / 12288MiB |     96%      Default |
| 52%   79C    P2   266W / 400W |   6088MiB / 12288MiB |     97%      Default |
| 52%   78C    P2   270W / 400W |   9028MiB / 12288MiB |     99%      Default |
| 52%   80C    P2   275W / 400W |   9988MiB / 12288MiB |     95%      Default |
| 53%   79C    P2   264W / 400W |  10116MiB / 12288MiB |     99%      Default |
| 53%   79C    P2   268W / 400W |   6088MiB / 12288MiB |     98%      Default |
| 52%   79C    P2   268W / 400W |   6088MiB / 12288MiB |     97%      Default |
| 53%   79C    P2   268W / 400W |   3760MiB / 12288MiB |     97%      Default |
| 53%   79C    P2   265W / 400W |   6088MiB / 12288MiB |     96%      Default |
| 53%   79C    P2   265W / 400W |  10840MiB / 12288MiB |     99%      Default |
| 53%   79C    P2   265W / 400W |   3120MiB / 12288MiB |     95%      Default |
| 53%   79C    P2   265W / 400W |   6088MiB / 12288MiB |     97%      Default |
| 53%   80C    P2   264W / 400W |  10812MiB / 12288MiB |     94%      Default |
| 53%   80C    P2   271W / 400W |   6088MiB / 12288MiB |     97%      Default |
| 53%   81C    P2   267W / 400W |  10512MiB / 12288MiB |     99%      Default |
| 53%   80C    P2   270W / 400W |   6088MiB / 12288MiB |     99%      Default |
| 53%   80C    P2   273W / 400W |   6088MiB / 12288MiB |     97%      Default |
| 53%   81C    P2   271W / 400W |   6088MiB / 12288MiB |     99%      Default |
| 53%   79C    P2   271W / 400W |   6088MiB / 12288MiB |     99%      Default |
| 53%   80C    P2   276W / 400W |   9832MiB / 12288MiB |     94%      Default |
| 54%   81C    P2   275W / 400W |   2446MiB / 12288MiB |     99%      Default |
| 54%   80C    P2   277W / 400W |   6088MiB / 12288MiB |     99%      Default |
| 55%   80C    P2   280W / 400W |   3684MiB / 12288MiB |     98%      Default |
| 55%   80C    P2   279W / 400W |   6088MiB / 12288MiB |     98%      Default |
| 56%   81C    P2   273W / 400W |   9738MiB / 12288MiB |     94%      Default |
| 56%   81C    P2   269W / 400W |   9850MiB / 12288MiB |     99%      Default |
| 57%   80C    P2   274W / 400W |   9984MiB / 12288MiB |     94%      Default |
| 57%   80C    P2   267W / 400W |  10102MiB / 12288MiB |     98%      Default |
| 57%   80C    P2   271W / 400W |   6088MiB / 12288MiB |     97%      Default |
| 58%   80C    P2   272W / 400W |   6088MiB / 12288MiB |    100%      Default |
| 57%   80C    P2   271W / 400W |   6632MiB / 12288MiB |     94%      Default |
| 58%   80C    P2   268W / 400W |   9654MiB / 12288MiB |     99%      Default |
| 58%   80C    P2   270W / 400W |   6086MiB / 12288MiB |     97%      Default |
| 58%   81C    P2   269W / 400W |  11002MiB / 12288MiB |     96%      Default |
| 58%   80C    P2   272W / 400W |   2744MiB / 12288MiB |     97%      Default |
| 58%   80C    P2   266W / 400W |   6088MiB / 12288MiB |     98%      Default |
| 58%   81C    P2   272W / 400W |  10660MiB / 12288MiB |     94%      Default |
| 58%   81C    P2   274W / 400W |   6088MiB / 12288MiB |     99%      Default |
| 58%   80C    P2   274W / 400W |   6086MiB / 12288MiB |     97%      Default |
| 59%   80C    P2   275W / 400W |   4072MiB / 12288MiB |     98%      Default |
| 59%   80C    P2   265W / 400W |   7868MiB / 12288MiB |     99%      Default |
| 59%   80C    P2   269W / 400W |   7812MiB / 12288MiB |     99%      Default |
| 59%   81C    P2   282W / 400W |   2446MiB / 12288MiB |     99%      Default |
| 59%   80C    P2   273W / 400W |   6088MiB / 12288MiB |     99%      Default |
| 59%   81C    P2   278W / 400W |   8442MiB / 12288MiB |     96%      Default |
| 59%   80C    P2   276W / 400W |   7612MiB / 12288MiB |     99%      Default |
| 59%   81C    P2   269W / 400W |   9628MiB / 12288MiB |     92%      Default |
| 60%   80C    P2   278W / 400W |   6086MiB / 12288MiB |     99%      Default |
| 60%   80C    P2   276W / 400W |   6088MiB / 12288MiB |     95%      Default |
| 59%   80C    P2   274W / 400W |   9122MiB / 12288MiB |     99%      Default |
| 60%   80C    P2   267W / 400W |   6088MiB / 12288MiB |     97%      Default |
| 60%   80C    P2   274W / 400W |   6088MiB / 12288MiB |     96%      Default |
| 60%   80C    P2   272W / 400W |   3916MiB / 12288MiB |     95%      Default |
| 59%   80C    P2   268W / 400W |  10530MiB / 12288MiB |     99%      Default |
| 62%   79C    P2   268W / 400W |   6088MiB / 12288MiB |     97%      Default |
| 59%   81C    P2   265W / 400W |  10840MiB / 12288MiB |     96%      Default |
| 58%   79C    P2   272W / 400W |   3740MiB / 12288MiB |     98%      Default |
| 58%   80C    P2   265W / 400W |   6088MiB / 12288MiB |     96%      Default |
| 59%   81C    P2   267W / 400W |  10812MiB / 12288MiB |     94%      Default |
| 61%   80C    P2   272W / 400W |   6088MiB / 12288MiB |     99%      Default |
| 59%   79C    P2   274W / 400W |   6086MiB / 12288MiB |     99%      Default |
| 59%   80C    P2   272W / 400W |   3740MiB / 12288MiB |     99%      Default |
| 59%   81C    P2   281W / 400W |   6432MiB / 12288MiB |     99%      Default |
| 59%   81C    P2   267W / 400W |  10084MiB / 12288MiB |     94%      Default |
| 59%   81C    P2   277W / 400W |   8360MiB / 12288MiB |     99%      Default |
| 59%   80C    P2   280W / 400W |   3740MiB / 12288MiB |     99%      Default |
| 59%   80C    P2   276W / 400W |   4228MiB / 12288MiB |     99%      Default |
| 60%   81C    P2   273W / 400W |   9588MiB / 12288MiB |     99%      Default |
| 60%   80C    P2   278W / 400W |   6088MiB / 12288MiB |     95%      Default |
| 61%   80C    P2   278W / 400W |   2498MiB / 12288MiB |     94%      Default |
| 62%   79C    P2   275W / 400W |   6086MiB / 12288MiB |     94%      Default |
| 62%   80C    P2   280W / 400W |   9886MiB / 12288MiB |     95%      Default |
| 63%   80C    P2   272W / 400W |  10006MiB / 12288MiB |     96%      Default |
| 62%   80C    P2   271W / 400W |   6088MiB / 12288MiB |     98%      Default |
| 62%   80C    P2   274W / 400W |   6088MiB / 12288MiB |     94%      Default |
| 62%   80C    P2   271W / 400W |   2444MiB / 12288MiB |     98%      Default |
| 62%   79C    P2   271W / 400W |  10542MiB / 12288MiB |     99%      Default |
| 62%   79C    P2   270W / 400W |   6088MiB / 12288MiB |     97%      Default |
| 63%   80C    P2   271W / 400W |  10854MiB / 12288MiB |     97%      Default |
| 62%   80C    P2   270W / 400W |   4228MiB / 12288MiB |     99%      Default |
| 63%   79C    P2   267W / 400W |   6088MiB / 12288MiB |     97%      Default |
| 63%   81C    P2   273W / 400W |  10776MiB / 12288MiB |     97%      Default |
| 63%   79C    P2   265W / 400W |   6088MiB / 12288MiB |     93%      Default |
| 65%   79C    P2   275W / 400W |   6088MiB / 12288MiB |     99%      Default |
| 67%   80C    P2   266W / 400W |   2480MiB / 12288MiB |     97%      Default |
| 67%   81C    P2   276W / 400W |  10204MiB / 12288MiB |     99%      Default |
| 67%   80C    P2   272W / 400W |  10066MiB / 12288MiB |     98%      Default |
| 67%   81C    P2   278W / 400W |   9894MiB / 12288MiB |     99%      Default |
| 67%   79C    P2   277W / 400W |   2498MiB / 12288MiB |     99%      Default |
| 66%   80C    P2   283W / 400W |   6088MiB / 12288MiB |     99%      Default |
| 67%   79C    P2   281W / 400W |   6086MiB / 12288MiB |     95%      Default |
| 67%   77C    P2   233W / 400W |   2442MiB / 12288MiB |      0%      Default |
| 66%   77C    P2   190W / 400W |   2442MiB / 12288MiB |     23%      Default |
| 66%   76C    P2   177W / 400W |   2448MiB / 12288MiB |      9%      Default |
| 65%   75C    P2   163W / 400W |   2448MiB / 12288MiB |     37%      Default |
| 63%   75C    P2   159W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 62%   74C    P2   160W / 400W |   2448MiB / 12288MiB |     27%      Default |
| 62%   74C    P2   164W / 400W |   2448MiB / 12288MiB |     13%      Default |
| 62%   74C    P2   161W / 400W |   2448MiB / 12288MiB |      8%      Default |
| 62%   74C    P2   160W / 400W |   2448MiB / 12288MiB |     36%      Default |
| 62%   74C    P2   158W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 62%   73C    P2   158W / 400W |   2448MiB / 12288MiB |     25%      Default |
| 62%   73C    P2   158W / 400W |   2448MiB / 12288MiB |      5%      Default |
| 62%   73C    P2   164W / 400W |   2448MiB / 12288MiB |     25%      Default |
| 62%   73C    P2   158W / 400W |   2448MiB / 12288MiB |     34%      Default |
| 62%   73C    P2   157W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 62%   72C    P2   156W / 400W |   2448MiB / 12288MiB |     13%      Default |
| 62%   73C    P2   159W / 400W |   2448MiB / 12288MiB |     16%      Default |
| 62%   73C    P2   157W / 400W |   2448MiB / 12288MiB |     39%      Default |
| 62%   72C    P2   156W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 62%   72C    P2   155W / 400W |   2448MiB / 12288MiB |     18%      Default |
| 62%   72C    P2   155W / 400W |   2448MiB / 12288MiB |      6%      Default |
| 62%   72C    P2   158W / 400W |   2448MiB / 12288MiB |     38%      Default |
| 62%   72C    P2   155W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 62%   71C    P2   155W / 400W |   2448MiB / 12288MiB |     19%      Default |
| 62%   72C    P2   154W / 400W |   2448MiB / 12288MiB |      8%      Default |
| 62%   71C    P2   157W / 400W |   2448MiB / 12288MiB |     39%      Default |
| 62%   71C    P2   154W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 62%   71C    P2   153W / 400W |   2448MiB / 12288MiB |     16%      Default |
| 62%   71C    P2   153W / 400W |   2448MiB / 12288MiB |     10%      Default |
| 61%   71C    P2   155W / 400W |   2448MiB / 12288MiB |     39%      Default |
| 61%   71C    P2   153W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 59%   71C    P2   152W / 400W |   2448MiB / 12288MiB |     17%      Default |
| 59%   71C    P2   152W / 400W |   2448MiB / 12288MiB |      9%      Default |
| 59%   71C    P2   154W / 400W |   2448MiB / 12288MiB |     39%      Default |
| 59%   71C    P2   152W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 58%   70C    P2   151W / 400W |   2448MiB / 12288MiB |     19%      Default |
| 58%   71C    P2   150W / 400W |   2448MiB / 12288MiB |      4%      Default |
| 58%   70C    P2   154W / 400W |   2448MiB / 12288MiB |     36%      Default |
| 58%   71C    P2   151W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 58%   70C    P2   151W / 400W |   2448MiB / 12288MiB |     21%      Default |
| 58%   71C    P2   149W / 400W |   2448MiB / 12288MiB |      0%      Default |
| 58%   70C    P2   153W / 400W |   2448MiB / 12288MiB |     32%      Default |
| 62%   70C    P2   149W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 62%   70C    P2   148W / 400W |   2448MiB / 12288MiB |     27%      Default |
| 61%   70C    P2   147W / 400W |   2448MiB / 12288MiB |      6%      Default |
| 60%   70C    P2   150W / 400W |   2448MiB / 12288MiB |     26%      Default |
| 59%   70C    P2   148W / 400W |   2448MiB / 12288MiB |     33%      Default |
| 58%   70C    P2   149W / 400W |   2448MiB / 12288MiB |     27%      Default |
| 57%   70C    P2   150W / 400W |   2448MiB / 12288MiB |     13%      Default |
| 56%   70C    P2   150W / 400W |   2448MiB / 12288MiB |     16%      Default |
| 54%   70C    P2   149W / 400W |   2448MiB / 12288MiB |     41%      Default |
| 54%   70C    P2   158W / 400W |   2448MiB / 12288MiB |     27%      Default |
| 53%   70C    P2   154W / 400W |   2448MiB / 12288MiB |     17%      Default |
| 53%   70C    P2   149W / 400W |   2448MiB / 12288MiB |      9%      Default |
| 52%   70C    P2   149W / 400W |   2448MiB / 12288MiB |     39%      Default |
| 52%   69C    P2   147W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 52%   69C    P2   147W / 400W |   2448MiB / 12288MiB |     17%      Default |
| 52%   70C    P2   149W / 400W |   2448MiB / 12288MiB |     15%      Default |
| 52%   70C    P2   148W / 400W |   2448MiB / 12288MiB |     38%      Default |
| 52%   70C    P2   147W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 52%   69C    P2   146W / 400W |   2448MiB / 12288MiB |     11%      Default |
| 52%   70C    P2   149W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 52%   69C    P2   146W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 52%   69C    P2   147W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 52%   69C    P2   146W / 400W |   2448MiB / 12288MiB |      4%      Default |
| 52%   69C    P2   149W / 400W |   2448MiB / 12288MiB |     38%      Default |
| 52%   69C    P2   146W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 51%   69C    P2   146W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 51%   69C    P2   148W / 400W |   2448MiB / 12288MiB |     26%      Default |
| 51%   69C    P2   149W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 51%   69C    P2   146W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 51%   69C    P2   145W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 51%   69C    P2   148W / 400W |   2448MiB / 12288MiB |     39%      Default |
| 51%   69C    P2   146W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 51%   69C    P2   146W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 51%   69C    P2   145W / 400W |   2448MiB / 12288MiB |     22%      Default |
| 51%   69C    P2   149W / 400W |   2448MiB / 12288MiB |     41%      Default |
| 51%   69C    P2   152W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 51%   69C    P2   150W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 51%   69C    P2   145W / 400W |   2448MiB / 12288MiB |     16%      Default |
| 51%   69C    P2   148W / 400W |   2448MiB / 12288MiB |     30%      Default |
| 51%   69C    P2   145W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 51%   69C    P2   145W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 50%   69C    P2   144W / 400W |   2448MiB / 12288MiB |     17%      Default |
| 50%   69C    P2   148W / 400W |   2448MiB / 12288MiB |     34%      Default |
| 50%   69C    P2   147W / 400W |   2448MiB / 12288MiB |     27%      Default |
| 50%   69C    P2   155W / 400W |   2448MiB / 12288MiB |     27%      Default |
| 50%   69C    P2   150W / 400W |   2448MiB / 12288MiB |     16%      Default |
| 50%   69C    P2   148W / 400W |   2448MiB / 12288MiB |     36%      Default |
| 50%   69C    P2   146W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 50%   69C    P2   146W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 50%   68C    P2   144W / 400W |   2448MiB / 12288MiB |     19%      Default |
| 50%   69C    P2   146W / 400W |   2448MiB / 12288MiB |     38%      Default |
| 50%   69C    P2   145W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 50%   69C    P2   145W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 50%   69C    P2   144W / 400W |   2448MiB / 12288MiB |     16%      Default |
| 50%   69C    P2   147W / 400W |   2448MiB / 12288MiB |     17%      Default |
| 50%   69C    P2   146W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 50%   69C    P2   145W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 50%   69C    P2   144W / 400W |   2448MiB / 12288MiB |     14%      Default |
| 50%   69C    P2   147W / 400W |   2448MiB / 12288MiB |     23%      Default |
| 50%   68C    P2   145W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 49%   68C    P2   145W / 400W |   2448MiB / 12288MiB |     27%      Default |
| 49%   69C    P2   145W / 400W |   2448MiB / 12288MiB |     10%      Default |
| 49%   69C    P2   148W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 49%   68C    P2   145W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 49%   68C    P2   145W / 400W |   2448MiB / 12288MiB |     27%      Default |
| 49%   69C    P2   147W / 400W |   2448MiB / 12288MiB |      4%      Default |
| 49%   68C    P2   148W / 400W |   2448MiB / 12288MiB |     32%      Default |
| 49%   68C    P2   145W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 50%   68C    P2   145W / 400W |   2448MiB / 12288MiB |     22%      Default |
| 49%   69C    P2   147W / 400W |   2448MiB / 12288MiB |     10%      Default |
| 49%   68C    P2   147W / 400W |   2448MiB / 12288MiB |     39%      Default |
| 49%   68C    P2   145W / 400W |   2448MiB / 12288MiB |     29%      Default |
| 50%   69C    P2   144W / 400W |   2448MiB / 12288MiB |      7%      Default |
| 50%   68C    P2   148W / 400W |   2448MiB / 12288MiB |     35%      Default |
| 50%   68C    P2   145W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 49%   68C    P2   144W / 400W |   2448MiB / 12288MiB |     14%      Default |
| 49%   68C    P2   147W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 49%   68C    P2   145W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 49%   68C    P2   145W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 49%   69C    P2   144W / 400W |   2448MiB / 12288MiB |      3%      Default |
| 49%   68C    P2   147W / 400W |   2448MiB / 12288MiB |     31%      Default |
| 49%   68C    P2   144W / 400W |   2448MiB / 12288MiB |     29%      Default |
| 49%   68C    P2   144W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 49%   68C    P2   144W / 400W |   2448MiB / 12288MiB |     16%      Default |
| 49%   68C    P2   146W / 400W |   2448MiB / 12288MiB |     24%      Default |
| 48%   68C    P2   145W / 400W |   2448MiB / 12288MiB |     33%      Default |
| 48%   68C    P2   145W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 49%   68C    P2   144W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 48%   68C    P2   143W / 400W |   2448MiB / 12288MiB |      2%      Default |
| 48%   68C    P2   147W / 400W |   2448MiB / 12288MiB |     35%      Default |
| 49%   68C    P2   144W / 400W |   2448MiB / 12288MiB |     27%      Default |
| 49%   68C    P2   145W / 400W |   2448MiB / 12288MiB |     27%      Default |
| 48%   68C    P2   147W / 400W |   2448MiB / 12288MiB |      6%      Default |
| 49%   68C    P2   155W / 400W |   2448MiB / 12288MiB |     25%      Default |
| 48%   68C    P2   146W / 400W |   2448MiB / 12288MiB |     35%      Default |
| 48%   68C    P2   145W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 48%   68C    P2   144W / 400W |   2448MiB / 12288MiB |     18%      Default |
| 48%   68C    P2   146W / 400W |   2448MiB / 12288MiB |      2%      Default |
| 48%   68C    P2   147W / 400W |   2448MiB / 12288MiB |     33%      Default |
| 48%   68C    P2   145W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 48%   68C    P2   145W / 400W |   2448MiB / 12288MiB |     26%      Default |
| 48%   68C    P2   144W / 400W |   2448MiB / 12288MiB |      4%      Default |
| 48%   68C    P2   148W / 400W |   2448MiB / 12288MiB |     31%      Default |
| 48%   68C    P2   145W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 48%   68C    P2   145W / 400W |   2448MiB / 12288MiB |     21%      Default |
| 48%   68C    P2   146W / 400W |   2448MiB / 12288MiB |      2%      Default |
| 48%   68C    P2   152W / 400W |   2448MiB / 12288MiB |     37%      Default |
| 48%   68C    P2   149W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 47%   68C    P2   145W / 400W |   2448MiB / 12288MiB |     25%      Default |
| 48%   68C    P2   146W / 400W |   2448MiB / 12288MiB |      4%      Default |
| 47%   68C    P2   147W / 400W |   2448MiB / 12288MiB |     38%      Default |
| 48%   68C    P2   145W / 400W |   2448MiB / 12288MiB |     27%      Default |
| 48%   68C    P2   145W / 400W |   2448MiB / 12288MiB |     25%      Default |
| 47%   68C    P2   146W / 400W |   2448MiB / 12288MiB |      4%      Default |
| 48%   68C    P2   147W / 400W |   2448MiB / 12288MiB |     30%      Default |
| 48%   68C    P2   144W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 48%   68C    P2   145W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 48%   68C    P2   144W / 400W |   2448MiB / 12288MiB |      8%      Default |
| 48%   68C    P2   147W / 400W |   2448MiB / 12288MiB |     25%      Default |
| 48%   68C    P2   144W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 48%   68C    P2   144W / 400W |   2448MiB / 12288MiB |     27%      Default |
| 47%   67C    P2   143W / 400W |   2448MiB / 12288MiB |     26%      Default |
| 47%   68C    P2   143W / 400W |   2448MiB / 12288MiB |     13%      Default |
| 47%   68C    P2   147W / 400W |   2448MiB / 12288MiB |     37%      Default |
| 47%   68C    P2   144W / 400W |   2448MiB / 12288MiB |     27%      Default |
| 47%   68C    P2   144W / 400W |   2448MiB / 12288MiB |     27%      Default |
| 47%   67C    P2   143W / 400W |   2448MiB / 12288MiB |     22%      Default |
| 47%   68C    P2   146W / 400W |   2448MiB / 12288MiB |      2%      Default |
| 47%   68C    P2   149W / 400W |   2448MiB / 12288MiB |     27%      Default |
| 47%   68C    P2   148W / 400W |   2448MiB / 12288MiB |     27%      Default |
| 47%   67C    P2   143W / 400W |   2448MiB / 12288MiB |     28%      Default |
| 47%   68C    P2   145W / 400W |   2448MiB / 12288MiB |      7%      Default |
